CensusPlaceCode,ST,STName,County,PlaceNameLong,PlaceNameShort,CensusPlaceName,,,,,,,,,
1909147370,IA,Iowa,Humboldt,City of Lu Verne - Humboldt County Portion,Lu Verne [Humboldt Co],Lu Verne city (pt.),,,,,,,,,
1909160420,IA,Iowa,Humboldt,City of Ottosen,Ottosen,Ottosen city,,,,,,,,,
1909166450,IA,Iowa,Humboldt,City of Renwick,Renwick,Renwick city,,,,,,,,,
1909169375,IA,Iowa,Humboldt,City of Rutland,Rutland,Rutland city,,,,,,,,,
1909177790,IA,Iowa,Humboldt,City of Thor,Thor,Thor city,,,,,,,,,
1909199990,IA,Iowa,Humboldt,Balance of Humboldt County,Unincorporated Humboldt County,Balance of Humboldt County,,,,,,,,,
1909300000,IA,Iowa,Ida,Ida County,Ida County,Ida County,,,,,,,,,
1909303115,IA,Iowa,Ida,City of Arthur,Arthur,Arthur city,,,,,,,,,
1909304870,IA,Iowa,Ida,City of Battle Creek,Battle Creek,Battle Creek city,,,,,,,,,
1909329595,IA,Iowa,Ida,City of Galva,Galva,Galva city,,,,,,,,,
1909336840,IA,Iowa,Ida,City of Holstein,Holstein,Holstein city,,,,,,,,,
1909338010,IA,Iowa,Ida,City of Ida Grove,Ida Grove,Ida Grove city,,,,,,,,,
1909399990,IA,Iowa,Ida,Balance of Ida County,Unincorporated Ida County,Balance of Ida County,,,,,,,,,
1909500000,IA,Iowa,Iowa,Iowa County,Iowa County,Iowa County,,,,,,,,,
1909542330,IA,Iowa,Iowa,City of Ladora,Ladora,Ladora city,,,,,,,,,
1909549395,IA,Iowa,Iowa,City of Marengo,Marengo,Marengo city,,,,,,,,,
1909552230,IA,Iowa,Iowa,City of Millersburg,Millersburg,Millersburg city,,,,,,,,,
1909557225,IA,Iowa,Iowa,City of North English - Iowa County Portion,North English [Iowa Co],North English city (pt.),,,,,,,,,
1909561770,IA,Iowa,Iowa,City of Parnell,Parnell,Parnell city,,,,,,,,,
1909580805,IA,Iowa,Iowa,City of Victor - Iowa County Portion,Victor [Iowa Co],Victor city (pt.),,,,,,,,,
1909585845,IA,Iowa,Iowa,City of Williamsburg,Williamsburg,Williamsburg city,,,,,,,,,
1909599990,IA,Iowa,Iowa,Balance of Iowa County,Unincorporated Iowa County,Balance of Iowa County,,,,,,,,,
1909700000,IA,Iowa,Jackson,Jackson County,Jackson County,Jackson County,,,,,,,,,
1909702125,IA,Iowa,Jackson,City of Andrew,Andrew,Andrew city,,,,,,,,,
1909704330,IA,Iowa,Jackson,City of Baldwin,Baldwin,Baldwin city,,,,,,,,,
1909705635,IA,Iowa,Jackson,City of Bellevue,Bellevue,Bellevue city,,,,,,,,,
1909743050,IA,Iowa,Jackson,City of La Motte,La Motte,La Motte city,,,,,,,,,
1909749215,IA,Iowa,Jackson,City of Maquoketa - Jackson County Portion,Maquoketa [Jackson Co],Maquoketa city (pt.),,,,,,,,,
1909752050,IA,Iowa,Jackson,City of Miles,Miles,Miles city,,,,,,,,,
1909753265,IA,Iowa,Jackson,City of Monmouth,Monmouth,Monmouth city,,,,,,,,,
1909764605,IA,Iowa,Jackson,City of Preston,Preston,Preston city,,,,,,,,,
1909769510,IA,Iowa,Jackson,City of Sabula,Sabula,Sabula city,,,,,,,,,
1909769960,IA,Iowa,Jackson,City of St. Donatus,St. Donatus,St. Donatus city,,,,,,,,,
1909774460,IA,Iowa,Jackson,City of Spragueville,Spragueville,Spragueville city,,,,,,,,,
1909774505,IA,Iowa,Jackson,City of Springbrook,Springbrook,Springbrook city,,,,,,,,,
1909787690,IA,Iowa,Jackson,City of Zwingle - Jackson County Portion,Zwingle [Jackson Co],Zwingle city (pt.),,,,,,,,,
1909799990,IA,Iowa,Jackson,Balance of Jackson County,Unincorporated Jackson County,Balance of Jackson County,,,,,,,,,
1909900000,IA,Iowa,Jasper,Jasper County,Jasper County,Jasper County,,,,,,,,,
1909904915,IA,Iowa,Jasper,City of Baxter,Baxter,Baxter city,,,,,,,,,
1909915060,IA,Iowa,Jasper,City of Colfax,Colfax,Colfax city,,,,,,,,,
1909940440,IA,Iowa,Jasper,City of Kellogg,Kellogg,Kellogg city,,,,,,,,,
1909942870,IA,Iowa,Jasper,City of Lambs Grove,Lambs Grove,Lambs Grove city,,,,,,,,,
1909947595,IA,Iowa,Jasper,City of Lynnville,Lynnville,Lynnville city,,,,,,,,,
1909952815,IA,Iowa,Jasper,City of Mingo,Mingo,Mingo city,,,,,,,,,
1909952950,IA,Iowa,Jasper,City of Mitchellville - Jasper County Portion,Mitchellville [Jasper Co],Mitchellville city (pt.),,,,,,,,,
1909953355,IA,Iowa,Jasper,City of Monroe,Monroe,Monroe city,,,,,,,,,
1909956505,IA,Iowa,Jasper,City of Newton,Newton,Newton city,,,,,,,,,
1909958170,IA,Iowa,Jasper,City of Oakland Acres,Oakland Acres,Oakland Acres city,,,,,,,,,
1909964470,IA,Iowa,Jasper,City of Prairie City,Prairie City,Prairie City city,,,,,,,,,
1909965955,IA,Iowa,Jasper,City of Reasnor,Reasnor,Reasnor city,,,,,,,,,
1909976035,IA,Iowa,Jasper,City of Sully,Sully,Sully city,,,,,,,,,
1909980175,IA,Iowa,Jasper,City of Valeria,Valeria,Valeria city,,,,,,,,,
1909999990,IA,Iowa,Jasper,Balance of Jasper County,Unincorporated Jasper County,Balance of Jasper County,,,,,,,,,
1910100000,IA,Iowa,Jefferson,Jefferson County,Jefferson County,Jefferson County,,,,,,,,,
1910104825,IA,Iowa,Jefferson,City of Batavia,Batavia,Batavia city,,,,,,,,,
1910116140,IA,Iowa,Jefferson,City of Coppock - Jefferson County Portion,Coppock [Jefferson Co],Coppock city (pt.),,,,,,,,,
1910126445,IA,Iowa,Jefferson,City of Fairfield,Fairfield,Fairfield city,,,,,,,,,
1910144985,IA,Iowa,Jefferson,City of Libertyville,Libertyville,Libertyville city,,,,,,,,,
1910146065,IA,Iowa,Jefferson,City of Lockridge,Lockridge,Lockridge city,,,,,,,,,
1910148500,IA,Iowa,Jefferson,City of Maharishi Vedic City,Maharishi Vedic City,Maharishi Vedic City city,,,,,,,,,
1910160915,IA,Iowa,Jefferson,City of Packwood,Packwood,Packwood city,,,,,,,,,
1910163615,IA,Iowa,Jefferson,City of Pleasant Plain,Pleasant Plain,Pleasant Plain city,,,,,,,,,
1910199990,IA,Iowa,Jefferson,Balance of Jefferson County,Unincorporated Jefferson County,Balance of Jefferson County,,,,,,,,,
1910300000,IA,Iowa,Johnson,Johnson County,Johnson County,Johnson County,,,,,,,,,
1910316230,IA,Iowa,Johnson,City of Coralville,Coralville,Coralville city,,,,,,,,,
1910336345,IA,Iowa,Johnson,City of Hills,Hills,Hills city,,,,,,,,,
1910338595,IA,Iowa,Johnson,City of Iowa City,Iowa City,Iowa City city,,,,,,,,,
1910346335,IA,Iowa,Johnson,City of Lone Tree,Lone Tree,Lone Tree city,,,,,,,,,
1910357360,IA,Iowa,Johnson,City of North Liberty,North Liberty,North Liberty city,,,,,,,,,
1910360645,IA,Iowa,Johnson,City of Oxford,Oxford,Oxford city,,,,,,,,,
1910372840,IA,Iowa,Johnson,City of Shueyville,Shueyville,Shueyville city,,,,,,,,,
1910373875,IA,Iowa,Johnson,City of Solon,Solon,Solon city,,,,,,,,,
1910376890,IA,Iowa,Johnson,City of Swisher,Swisher,Swisher city,,,,,,,,,
1910378060,IA,Iowa,Johnson,City of Tiffin,Tiffin,Tiffin city,,,,,,,,,
1910379770,IA,Iowa,Johnson,City of University Heights,University Heights,University Heights city,,,,,,,,,
1910383595,IA,Iowa,Johnson,City of West Branch - Johnson County Portion,West Branch [Johnson Co],West Branch city (pt.),,,,,,,,,
1910399990,IA,Iowa,Johnson,Balance of Johnson County,Unincorporated Johnson County,Balance of Johnson County,,,,,,,,,
1910500000,IA,Iowa,Jones,Jones County,Jones County,Jones County,,,,,,,,,
1910501990,IA,Iowa,Jones,City of Anamosa,Anamosa,Anamosa city,,,,,,,,,
1910511305,IA,Iowa,Jones,City of Cascade - Jones County Portion,Cascade [Jones Co],Cascade city (pt.),,,,,,,,,
1910549845,IA,Iowa,Jones,City of Martelle,Martelle,Martelle city,,,,,,,,,
1910553625,IA,Iowa,Jones,City of Monticello,Monticello,Monticello city,,,,,,,,,
1910554030,IA,Iowa,Jones,City of Morley,Morley,Morley city,,,,,,,,,
1910558980,IA,Iowa,Jones,City of Olin,Olin,Olin city,,,,,,,,,
1910559250,IA,Iowa,Jones,City of Onslow,Onslow,Onslow city,,,,,,,,,
1910560690,IA,Iowa,Jones,City of Oxford Junction,Oxford Junction,Oxford Junction city,,,,,,,,,
1910587240,IA,Iowa,Jones,City of Wyoming,Wyoming,Wyoming city,,,,,,,,,
1910599990,IA,Iowa,Jones,Balance of Jones County,Unincorporated Jones County,Balance of Jones County,,,,,,,,,
1910700000,IA,Iowa,Keokuk,Keokuk County,Keokuk County,Keokuk County,,,,,,,,,
1910719855,IA,Iowa,Keokuk,City of Delta,Delta,Delta city,,,,,,,,,
1910730540,IA,Iowa,Keokuk,City of Gibson,Gibson,Gibson city,,,,,,,,,
1910734545,IA,Iowa,Keokuk,City of Harper,Harper,Harper city,,,,,,,,,
1910735445,IA,Iowa,Keokuk,City of Hayesville,Hayesville,Hayesville city,,,,,,,,,
1910735670,IA,Iowa,Keokuk,City of Hedrick,Hedrick,Hedrick city,,,,,,,,,
1910740980,IA,Iowa,Keokuk,City of Keota - Keokuk County Portion,Keota [Keokuk Co],Keota city (pt.),,,,,,,,,
1910741070,IA,Iowa,Keokuk,City of Keswick,Keswick,Keswick city,,,,,,,,,
1910741475,IA,Iowa,Keokuk,City of Kinross,Kinross,Kinross city,,,,,,,,,
1910749935,IA,Iowa,Keokuk,City of Martinsburg,Martinsburg,Martinsburg city,,,,,,,,,
1910757225,IA,Iowa,Keokuk,City of North English - Keokuk County Portion,North English [Keokuk Co],North English city (pt.),,,,,,,,,
1910759070,IA,Iowa,Keokuk,City of Ollie,Ollie,Ollie city,,,,,,,,,
1910766720,IA,Iowa,Keokuk,City of Richland,Richland,Richland city,,,,,,,,,
1910773110,IA,Iowa,Keokuk,City of Sigourney,Sigourney,Sigourney city,,,,,,,,,
1910774055,IA,Iowa,Keokuk,City of South English,South English,South English city,,,,,,,,,
1910777835,IA,Iowa,Keokuk,City of Thornburg,Thornburg,Thornburg city,,,,,,,,,
1910783055,IA,Iowa,Keokuk,City of Webster,Webster,Webster city,,,,,,,,,
1910784900,IA,Iowa,Keokuk,City of What Cheer,What Cheer,What Cheer city,,,,,,,,,
1910799990,IA,Iowa,Keokuk,Balance of Keokuk County,Unincorporated Keokuk County,Balance of Keokuk County,,,,,,,,,
1910900000,IA,Iowa,Kossuth,Kossuth County,Kossuth County,Kossuth County,,,,,,,,,
1910901135,IA,Iowa,Kossuth,City of Algona,Algona,Algona city,,,,,,,,,
1910904420,IA,Iowa,Kossuth,City of Bancroft,Bancroft,Bancroft city,,,,,,,,,
1910909685,IA,Iowa,Kossuth,City of Burt,Burt,Burt city,,,,,,,,,
1910927210,IA,Iowa,Kossuth,City of Fenton,Fenton,Fenton city,,,,,,,,,
1910942825,IA,Iowa,Kossuth,City of Lakota,Lakota,Lakota city,,,,,,,,,
1910944130,IA,Iowa,Kossuth,City of Ledyard,Ledyard,Ledyard city,,,,,,,,,
1910946290,IA,Iowa,Kossuth,City of Lone Rock,Lone Rock,Lone Rock city,,,,,,,,,
1910947370,IA,Iowa,Kossuth,City of Lu Verne - Kossuth County Portion,Lu Verne [Kossuth Co],Lu Verne city (pt.),,,,,,,,,
1910976755,IA,Iowa,Kossuth,City of Swea City,Swea City,Swea City city,,,,,,,,,
1910978330,IA,Iowa,Kossuth,City of Titonka,Titonka,Titonka city,,,,,,,,,
1910983415,IA,Iowa,Kossuth,City of Wesley,Wesley,Wesley city,,,,,,,,,
1910983550,IA,Iowa,Kossuth,City of West Bend - Kossuth County Portion,West Bend [Kossuth Co],West Bend city (pt.),,,,,,,,,
1910985260,IA,Iowa,Kossuth,City of Whittemore,Whittemore,Whittemore city,,,,,,,,,
1910999990,IA,Iowa,Kossuth,Balance of Kossuth County,Unincorporated Kossuth County,Balance of Kossuth County,,,,,,,,,
1911100000,IA,Iowa,Lee,Lee County,Lee County,Lee County,,,,,,,,,
1911121810,IA,Iowa,Lee,City of Donnellson,Donnellson,Donnellson city,,,,,,,,,
1911128605,IA,Iowa,Lee,City of Fort Madison,Fort Madison,Fort Madison city,,,,,,,,,
1911128740,IA,Iowa,Lee,City of Franklin,Franklin,Franklin city,,,,,,,,,
1911137335,IA,Iowa,Lee,City of Houghton,Houghton,Houghton city,,,,,,,,,
1911140845,IA,Iowa,Lee,City of Keokuk,Keokuk,Keokuk city,,,,,,,,,
1911153760,IA,Iowa,Lee,City of Montrose,Montrose,Montrose city,,,,,,,,,
1911170185,IA,Iowa,Lee,City of St. Paul,St. Paul,St. Paul city,,,,,,,,,
1911184585,IA,Iowa,Lee,City of West Point,West Point,West Point city,,,,,,,,,
1911199990,IA,Iowa,Lee,Balance of Lee County,Unincorporated Lee County,Balance of Lee County,,,,,,,,,
1911300000,IA,Iowa,Linn,Linn County,Linn County,Linn County,,,,,,,,,
1911301000,IA,Iowa,Linn,City of Alburnett,Alburnett,Alburnett city,,,,,,,,,
1911306175,IA,Iowa,Linn,City of Bertram,Bertram,Bertram city,,,,,,,,,
1911312000,IA,Iowa,Linn,City of Cedar Rapids,Cedar Rapids,Cedar Rapids city,,,,,,,,,
1911312270,IA,Iowa,Linn,City of Center Point,Center Point,Center Point city,,,,,,,,,
1911312495,IA,Iowa,Linn,City of Central City,Central City,Central City city,,,,,,,,,
1911314925,IA,Iowa,Linn,City of Coggon,Coggon,Coggon city,,,,,,,,,
1911325365,IA,Iowa,Linn,City of Ely,Ely,Ely city,,,,,,,,,
1911326400,IA,Iowa,Linn,City of Fairfax,Fairfax,Fairfax city,,,,,,,,,
1911335940,IA,Iowa,Linn,City of Hiawatha,Hiawatha,Hiawatha city,,,,,,,,,
1911345615,IA,Iowa,Linn,City of Lisbon,Lisbon,Lisbon city,,,,,,,,,
1911349485,IA,Iowa,Linn,City of Marion,Marion,Marion city,,,,,,,,,
1911354840,IA,Iowa,Linn,City of Mount Vernon,Mount Vernon,Mount Vernon city,,,,,,,,,
1911361230,IA,Iowa,Linn,City of Palo,Palo,Palo city,,,,,,,,,
1911364425,IA,Iowa,Linn,City of Prairieburg,Prairieburg,Prairieburg city,,,,,,,,,
1911367800,IA,Iowa,Linn,City of Robins,Robins,Robins city,,,,,,,,,
1911374775,IA,Iowa,Linn,City of Springville,Springville,Springville city,,,,,,,,,
1911381840,IA,Iowa,Linn,City of Walford - Linn County Portion,Walford [Linn Co],Walford city (pt.),,,,,,,,,
1911381885,IA,Iowa,Linn,City of Walker,Walker,Walker city,,,,,,,,,
1911399990,IA,Iowa,Linn,Balance of Linn County,Unincorporated Linn County,Balance of Linn County,,,,,,,,,
1911500000,IA,Iowa,Louisa,Louisa County,Louisa County,Louisa County,,,,,,,,,
1911515375,IA,Iowa,Louisa,City of Columbus City,Columbus City,Columbus City city,,,,,,,,,
1911515420,IA,Iowa,Louisa,City of Columbus Junction,Columbus Junction,Columbus Junction city,,,,,,,,,
1911516725,IA,Iowa,Louisa,City of Cotter,Cotter,Cotter city,,,,,,,,,
1911529055,IA,Iowa,Louisa,City of Fredonia,Fredonia,Fredonia city,,,,,,,,,
1911532115,IA,Iowa,Louisa,City of Grandview,Grandview,Grandview city,,,,,,,,,
1911544715,IA,Iowa,Louisa,City of Letts,Letts,Letts city,,,,,,,,,
1911554120,IA,Iowa,Louisa,City of Morning Sun,Morning Sun,Morning Sun city,,,,,,,,,
1911558395,IA,Iowa,Louisa,City of Oakville,Oakville,Oakville city,,,,,,,,,
1911582200,IA,Iowa,Louisa,City of Wapello,Wapello,Wapello city,,,,,,,,,
1911599990,IA,Iowa,Louisa,Balance of Louisa County,Unincorporated Louisa County,Balance of Louisa County,,,,,,,,,
1911700000,IA,Iowa,Lucas,Lucas County,Lucas County,Lucas County,,,,,,,,,
1911712720,IA,Iowa,Lucas,City of Chariton,Chariton,Chariton city,,,,,,,,,
1911720125,IA,Iowa,Lucas,City of Derby,Derby,Derby city,,,,,,,,,
1911747100,IA,Iowa,Lucas,City of Lucas,Lucas,Lucas city,,,,,,,,,
1911769285,IA,Iowa,Lucas,City of Russell,Russell,Russell city,,,,,,,,,
1911785935,IA,Iowa,Lucas,City of Williamson,Williamson,Williamson city,,,,,,,,,
1911799990,IA,Iowa,Lucas,Balance of Lucas County,Unincorporated Lucas County,Balance of Lucas County,,,,,,,,,
1911900000,IA,Iowa,Lyon,Lyon County,Lyon County,Lyon County,,,,,,,,,
1911901675,IA,Iowa,Lyon,City of Alvord,Alvord,Alvord city,,,,,,,,,
1911921900,IA,Iowa,Lyon,City of Doon,Doon,Doon city,,,,,,,,,
1911930225,IA,Iowa,Lyon,City of George,George,George city,,,,,,,,,
1911938415,IA,Iowa,Lyon,City of Inwood,Inwood,Inwood city,,,,,,,,,
1911943410,IA,Iowa,Lyon,City of Larchwood,Larchwood,Larchwood city,,,,,,,,,
1911944670,IA,Iowa,Lyon,City of Lester,Lester,Lester city,,,,,,,,,
1911945795,IA,Iowa,Lyon,City of Little Rock,Little Rock,Little Rock city,,,,,,,,,
1911968160,IA,Iowa,Lyon,City of Rock Rapids,Rock Rapids,Rock Rapids city,,,,,,,,,
1911999990,IA,Iowa,Lyon,Balance of Lyon County,Unincorporated Lyon County,Balance of Lyon County,,,,,,,,,
1912100000,IA,Iowa,Madison,Madison County,Madison County,Madison County,,,,,,,,,
1912106490,IA,Iowa,Madison,City of Bevington - Madison County Portion,Bevington [Madison Co],Bevington city (pt.),,,,,,,,,
1912123340,IA,Iowa,Madison,City of Earlham,Earlham,Earlham city,,,,,,,,,
1912123790,IA,Iowa,Madison,City of East Peru,East Peru,East Peru city,,,,,,,,,
1912148180,IA,Iowa,Madison,City of Macksburg,Macksburg,Macksburg city,,,,,,,,,
1912161860,IA,Iowa,Madison,City of Patterson,Patterson,Patterson city,,,,,,,,,
1912169915,IA,Iowa,Madison,City of St. Charles,St. Charles,St. Charles city,,,,,,,,,
1912179140,IA,Iowa,Madison,City of Truro,Truro,Truro city,,,,,,,,,
1912183910,IA,Iowa,Madison,City of West Des Moines - Madison County Portion,West Des Moines [Madison Co],West Des Moines city (pt.),,,,,,,,,
1912186520,IA,Iowa,Madison,City of Winterset,Winterset,Winterset city,,,,,,,,,
1912199990,IA,Iowa,Madison,Balance of Madison County,Unincorporated Madison County,Balance of Madison County,,,,,,,,,
1912300000,IA,Iowa,Mahaska,Mahaska County,Mahaska County,Mahaska County,,,,,,,,,
1912304555,IA,Iowa,Mahaska,City of Barnes City - Mahaska County Portion,Barnes City [Mahaska Co],Barnes City city (pt.),,,,,,,,,
1912305050,IA,Iowa,Mahaska,City of Beacon,Beacon,Beacon city,,,,,,,,,
1912323970,IA,Iowa,Mahaska,City of Eddyville - Mahaska County Portion,Eddyville [Mahaska Co],Eddyville city (pt.),,,,,,,,,
1912329190,IA,Iowa,Mahaska,City of Fremont,Fremont,Fremont city,,,,,,,,,
1912340890,IA,Iowa,Mahaska,City of Keomah Village,Keomah Village,Keomah Village city,,,,,,,,,
1912344310,IA,Iowa,Mahaska,City of Leighton,Leighton,Leighton city,,,,,,,,,
1912356460,IA,Iowa,Mahaska,City of New Sharon,New Sharon,New Sharon city,,,,,,,,,
1912359925,IA,Iowa,Mahaska,City of Oskaloosa,Oskaloosa,Oskaloosa city,,,,,,,,,
1912362040,IA,Iowa,Mahaska,City of Pella - Mahaska County Portion,Pella [Mahaska Co],Pella city (pt.),,,,,,,,,
1912368700,IA,Iowa,Mahaska,City of Rose Hill,Rose Hill,Rose Hill city,,,,,,,,,
1912379815,IA,Iowa,Mahaska,City of University Park,University Park,University Park city,,,,,,,,,
1912399990,IA,Iowa,Mahaska,Balance of Mahaska County,Unincorporated Mahaska County,Balance of Mahaska County,,,,,,,,,
1912500000,IA,Iowa,Marion,Marion County,Marion County,Marion County,,,,,,,,,
1912509730,IA,Iowa,Marion,City of Bussey,Bussey,Bussey city,,,,,,,,,
1912533870,IA,Iowa,Marion,City of Hamilton,Hamilton,Hamilton city,,,,,,,,,
1912534860,IA,Iowa,Marion,City of Harvey,Harvey,Harvey city,,,,,,,,,
1912542015,IA,Iowa,Marion,City of Knoxville,Knoxville,Knoxville city,,,,,,,,,
1912550070,IA,Iowa,Marion,City of Marysville,Marysville,Marysville city,,,,,,,,,
1912550935,IA,Iowa,Marion,City of Melcher-Dallas,Melcher-Dallas,Melcher-Dallas city,,,,,,,,,
1912562040,IA,Iowa,Marion,City of Pella - Marion County Portion,Pella [Marion Co],Pella city (pt.),,,,,,,,,
1912563750,IA,Iowa,Marion,City of Pleasantville,Pleasantville,Pleasantville city,,,,,,,,,
1912576665,IA,Iowa,Marion,City of Swan,Swan,Swan city,,,,,,,,,
1912599990,IA,Iowa,Marion,Balance of Marion County,Unincorporated Marion County,Balance of Marion County,,,,,,,,,
1912700000,IA,Iowa,Marshall,Marshall County,Marshall County,Marshall County,,,,,,,,,
1912700955,IA,Iowa,Marshall,City of Albion,Albion,Albion city,,,,,,,,,
1912714160,IA,Iowa,Marshall,City of Clemons,Clemons,Clemons city,,,,,,,,,
1912727255,IA,Iowa,Marshall,City of Ferguson,Ferguson,Ferguson city,,,,,,,,,
1912730900,IA,Iowa,Marshall,City of Gilman,Gilman,Gilman city,,,,,,,,,
1912735220,IA,Iowa,Marshall,City of Haverhill,Haverhill,Haverhill city,,,,,,,,,
1912743680,IA,Iowa,Marshall,City of Laurel,Laurel,Laurel city,,,,,,,,,
1912744220,IA,Iowa,Marshall,City of Le Grand - Marshall County Portion,Le Grand [Marshall Co],Le Grand city (pt.),,,,,,,,,
1912745660,IA,Iowa,Marshall,City of Liscomb,Liscomb,Liscomb city,,,,,,,,,
1912749755,IA,Iowa,Marshall,City of Marshalltown,Marshalltown,Marshalltown city,,,,,,,,,
1912750880,IA,Iowa,Marshall,City of Melbourne,Melbourne,Melbourne city,,,,,,,,,
1912766540,IA,Iowa,Marshall,City of Rhodes,Rhodes,Rhodes city,,,,,,,,,
1912769780,IA,Iowa,Marshall,City of St. Anthony,St. Anthony,St. Anthony city,,,,,,,,,
1912775135,IA,Iowa,Marshall,City of State Center,State Center,State Center city,,,,,,,,,
1912799990,IA,Iowa,Marshall,Balance of Marshall County,Unincorporated Marshall County,Balance of Marshall County,,,,,,,,,
1912900000,IA,Iowa,Mills,Mills County,Mills County,Mills County,,,,,,,,,
1912925500,IA,Iowa,Mills,City of Emerson,Emerson,Emerson city,,,,,,,,,
1912931350,IA,Iowa,Mills,City of Glenwood,Glenwood,Glenwood city,,,,,,,,,
1912934995,IA,Iowa,Mills,City of Hastings,Hastings,Hastings city,,,,,,,,,
1912935715,IA,Iowa,Mills,City of Henderson,Henderson,Henderson city,,,,,,,,,
1912948720,IA,Iowa,Mills,City of Malvern,Malvern,Malvern city,,,,,,,,,
1912960825,IA,Iowa,Mills,City of Pacific Junction,Pacific Junction,Pacific Junction city,,,,,,,,,
1912973155,IA,Iowa,Mills,City of Silver City,Silver City,Silver City city,,,,,,,,,
1912976935,IA,Iowa,Mills,City of Tabor - Mills County Portion,Tabor [Mills Co],Tabor city (pt.),,,,,,,,,
1912999990,IA,Iowa,Mills,Balance of Mills County,Unincorporated Mills County,Balance of Mills County,,,,,,,,,
1913100000,IA,Iowa,Mitchell,Mitchell County,Mitchell County,Mitchell County,,,,,,,,,
1913111035,IA,Iowa,Mitchell,City of Carpenter,Carpenter,Carpenter city,,,,,,,,,
1913148045,IA,Iowa,Mitchell,City of McIntire,McIntire,McIntire city,,,,,,,,,
1913152905,IA,Iowa,Mitchell,City of Mitchell,Mitchell,Mitchell city,,,,,,,,,
1913159520,IA,Iowa,Mitchell,City of Orchard,Orchard,Orchard city,,,,,,,,,
1913159745,IA,Iowa,Mitchell,City of Osage,Osage,Osage city,,,,,,,,,
1913166585,IA,Iowa,Mitchell,City of Riceville - Mitchell County Portion,Riceville [Mitchell Co],Riceville city (pt.),,,,,,,,,
1913169735,IA,Iowa,Mitchell,City of St. Ansgar,St. Ansgar,St. Ansgar city,,,,,,,,,
1913174820,IA,Iowa,Mitchell,City of Stacyville,Stacyville,Stacyville city,,,,,,,,,
1913199990,IA,Iowa,Mitchell,Balance of Mitchell County,Unincorporated Mitchell County,Balance of Mitchell County,,,,,,,,,
1913300000,IA,Iowa,Monona,Monona County,Monona County,Monona County,,,,,,,,,
1913306940,IA,Iowa,Monona,City of Blencoe,Blencoe,Blencoe city,,,,,,,,,
1913311530,IA,Iowa,Monona,City of Castana,Castana,Castana city,,,,,,,,,
1913349170,IA,Iowa,Monona,City of Mapleton,Mapleton,Mapleton city,,,,,,,,,
1913353850,IA,Iowa,Monona,City of Moorhead,Moorhead,Moorhead city,,,,,,,,,
1913359115,IA,Iowa,Monona,City of Onawa,Onawa,Onawa city,,,,,,,,,
1913368385,IA,Iowa,Monona,City of Rodney,Rodney,Rodney city,,,,,,,,,
1913373785,IA,Iowa,Monona,City of Soldier,Soldier,Soldier city,,,,,,,,,
1913379185,IA,Iowa,Monona,City of Turin,Turin,Turin city,,,,,,,,,
1913379995,IA,Iowa,Monona,City of Ute,Ute,Ute city,,,,,,,,,
1913385215,IA,Iowa,Monona,City of Whiting,Whiting,Whiting city,,,,,,,,,
1913399990,IA,Iowa,Monona,Balance of Monona County,Unincorporated Monona County,Balance of Monona County,,,,,,,,,
1913500000,IA,Iowa,Monroe,Monroe County,Monroe County,Monroe County,,,,,,,,,
1913500910,IA,Iowa,Monroe,City of Albia,Albia,Albia city,,,,,,,,,
1913523970,IA,Iowa,Monroe,City of Eddyville - Monroe County Portion,Eddyville [Monroe Co],Eddyville city (pt.),,,,,,,,,
1913546830,IA,Iowa,Monroe,City of Lovilia,Lovilia,Lovilia city,,,,,,,,,
1913550970,IA,Iowa,Monroe,City of Melrose,Melrose,Melrose city,,,,,,,,,
1913553985,IA,Iowa,Monroe,City of Moravia - Monroe County Portion,Moravia [Monroe Co],Moravia city (pt.),,,,,,,,,
1913599990,IA,Iowa,Monroe,Balance of Monroe County,Unincorporated Monroe County,Balance of Monroe County,,,,,,,,,
1913700000,IA,Iowa,Montgomery,Montgomery County,Montgomery County,Montgomery County,,,,,,,,,
1913714880,IA,Iowa,Montgomery,City of Coburg,Coburg,Coburg city,,,,,,,,,
1913724915,IA,Iowa,Montgomery,City of Elliott,Elliott,Elliott city,,,,,,,,,
1913732295,IA,Iowa,Montgomery,City of Grant,Grant,Grant city,,,,,,,,,
1913766135,IA,Iowa,Montgomery,City of Red Oak,Red Oak,Red Oak city,,,,,,,,,
1913775000,IA,Iowa,Montgomery,City of Stanton,Stanton,Stanton city,,,,,,,,,
1913780985,IA,Iowa,Montgomery,City of Villisca,Villisca,Villisca city,,,,,,,,,
1913799990,IA,Iowa,Montgomery,Balance of Montgomery County,Unincorporated Montgomery County,Balance of Montgomery County,,,,,,,,,
1913900000,IA,Iowa,Muscatine,Muscatine County,Muscatine County,Muscatine County,,,,,,,,,
1913903385,IA,Iowa,Muscatine,City of Atalissa,Atalissa,Atalissa city,,,,,,,,,
1913907075,IA,Iowa,Muscatine,City of Blue Grass - Muscatine County Portion,Blue Grass [Muscatine Co],Blue Grass city (pt.),,,,,,,,,
1913915645,IA,Iowa,Muscatine,City of Conesville,Conesville,Conesville city,,,,,,,,,
1913922980,IA,Iowa,Muscatine,City of Durant - Muscatine County Portion,Durant [Muscatine Co],Durant city (pt.),,,,,,,,,
1913929280,IA,Iowa,Muscatine,City of Fruitland,Fruitland,Fruitland city,,,,,,,,,
